GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4,
1.99605E+11,5/14/96,France,Porto-Vecchio,Unknown,0,,,,,0,0,Police,,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,,
1.99605E+11,5/14/96,France,Ajaccio,Unknown,0,,,,,0,0,Government (General),,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,,
1.99605E+11,1996-05-00,France,Vescovato,Corsican National Liberation Front- Historic Channel,0,,,,,0,0,Police,,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,,
1.99604E+11,4/1/96,United States,Spokane Valley,Phineas Priesthood,0,,,,,0,0,Business,,,North America,Armed Assault,,,Firearms,Firearms,Explosives/Bombs/Dynamite,,
1.99603E+11,3/10/96,France,Orsay,Unknown,0,,,,,0,0,Journalists & Media,,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,,
1.99603E+11,3/8/96,France,Sartene,Unknown,0,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.99603E+11,3/7/96,France,Ajaccio,Unknown,0,,,,,0,1,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.99602E+11,2/19/96,France,Ajaccio,Unknown,0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.99602E+11,2/18/96,France,Porto-Vecchio,Unknown,0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.99602E+11,2/16/96,France,Ajaccio,Unknown,0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.99601E+11,1/1/96,France,Ajaccio,Corsican Separatists,0,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.99512E+11,12/19/95,United States,Sylvania,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.99512E+11,12/7/95,United States,Fayetteville,Unknown,0,,,,,0,0,Unknown,,,North America,Assassination,,,Firearms,,,,
1.99511E+11,11/22/95,United States,St. Louis,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,Fake Weapons,Sabotage Equipment,,
1.99511E+11,11/22/95,France,Ajaccio,Separatists,0,,,,,0,0,Government (General),,,Western Europe,Armed Assault,,,Firearms,,,,
1.9951E+11,10/29/95,France,Corte,Unknown,0,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,Firearms,,,
1.99509E+11,9/23/95,France,Paris,Unknown,0,,,,,0,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.99509E+11,9/17/95,France,Cargese,Unknown,0,,,,,1,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.99509E+11,9/17/95,France,Bastia,Unknown,0,,,,,1,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.99508E+11,8/31/95,France,Corte,Movement for Self-Determination,0,,,,,1,1,Violent Political Party,,,Western Europe,Assassination,,,Firearms,,,,
1.99508E+11,8/31/95,France,Bastia,Cuncolta Naziunalista,0,,,,,2,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.99508E+11,8/30/95,United States,Madison,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,Fake Weapons,Sabotage Equipment,,
1.99508E+11,8/30/95,United States,Peoria,Unknown,0,,,,,0,0,Business,,,North America,Armed Assault,,,Firearms,,,,
1.99508E+11,8/30/95,United States,Peoria,Unknown,0,,,,,0,0,Business,,,North America,Armed Assault,,,Firearms,,,,
1.99508E+11,8/16/95,United States,Bridgeton,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),Bombing/Explosion,,Firearms,Fake Weapons,Sabotage Equipment,,
1.99507E+11,7/26/95,France,Ajaccio,Unknown,0,,,,,2,1,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.99507E+11,7/21/95,France,Bastia,Unknown,0,,,,,1,0,Violent Political Party,,,Western Europe,Assassination,,,Firearms,,,,
1.99507E+11,7/13/95,France,Ajaccio,Unknown,0,,,,,1,1,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.99506E+11,6/22/95,United States,Glendale,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),Bombing/Explosion,,Firearms,Fake Weapons,Sabotage Equipment,,
1.99505E+11,5/23/95,United States,Louisville,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,Fake Weapons,,,
1.99505E+11,5/23/95,United States,Washington,Unknown,0,,,,,0,2,Government (General),,,North America,Armed Assault,,,Firearms,,,,
1.99504E+11,4/22/95,United States,Warren,Unknown,0,,,,,0,0,Abortion Related,,,North America,Armed Assault,,,Firearms,,,,
1.99503E+11,3/29/95,United States,Des Moines,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),Bombing/Explosion,,Firearms,Explosives/Bombs/Dynamite,Fake Weapons,,
1.99501E+11,1/28/95,United States,Huntington,Unknown,0,,,,,0,0,Abortion Related,,,North America,Assassination,,,Firearms,,,,
1.99501E+11,1/18/95,United States,Murphy,Anti-Abortion extremists,0,,,,,0,1,Abortion Related,Business,Educational Institution,North America,Bombing/Explosion,Armed Assault,Facility/Infrastructure Attack,Explosives/Bombs/Dynamite,Firearms,Incendiary,,
1.99501E+11,1/10/95,France,Paris,Unknown,0,,,,,1,0,Religious Figures/Institutions,,,Western Europe,Assassination,,,Firearms,,,,
1.99412E+11,12/31/94,United States,Norfolk,Anti-Abortion extremists,0,,,,,0,0,Abortion Related,,,North America,Armed Assault,,,Firearms,,,,
1.99412E+11,12/30/94,United States,Brookline,Anti-Abortion extremists,0,,,,,1,2,Abortion Related,,,North America,Armed Assault,,,Firearms,,,,
1.99412E+11,12/30/94,United States,Brookline,Anti-Abortion extremists,0,,,,,1,3,Abortion Related,,,North America,Armed Assault,,,Firearms,,,,
1.99412E+11,12/27/94,United States,Maryland Heights,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,Fake Weapons,Sabotage Equipment,,
1.99412E+11,12/14/94,United States,Albany,Unknown,0,,,,,0,1,Educational Institution,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.99412E+11,12/9/94,United States,Middleburg Heights,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,Firearms,Fake Weapons,,
1.99411E+11,11/11/94,United States,Des Moines,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.9941E+11,10/29/94,United States,Washington,Unknown,0,,,,,0,0,Government (General),,,North America,Assassination,,,Firearms,,,,
1.9941E+11,10/25/94,United States,Columbus,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),Bombing/Explosion,,Firearms,Firearms,Explosives/Bombs/Dynamite,,
1.9941E+11,10/25/94,Australia,Perth,Unknown,0,,,,,1,0,Police,,,Australasia & Oceania,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.9941E+11,10/16/94,United States,Lubbock,Neo-Nazi extremists,0,,,,,0,1,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.9941E+11,10/16/94,United States,Lubbock,Neo-Nazi extremists,0,,,,,0,1,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.9941E+11,10/16/94,United States,Lubbock,Neo-Nazi extremists,0,,,,,1,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.9941E+11,10/4/94,France,Paris,Unknown,0,,,,,4,6,Police,Private Citizens & Property,,Western Europe,Hostage Taking (Barricade Incident),,,Chemical,Firearms,,,
1.99409E+11,9/21/94,United States,Overland Park,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.99409E+11,9/5/94,Australia,Canberra,U/I Asian Gang,1,,,,,0,0,Government (General),,,Australasia & Oceania,Assassination,,,Firearms,,,,
1.99407E+11,7/29/94,United States,Pensacola,Anti-Abortion extremists,0,,,,,2,1,Abortion Related,,,North America,Assassination,,,Firearms,,,,
1.99407E+11,7/16/94,France,Dreux,Unknown,0,,,,,1,8,Private Citizens & Property,,,Western Europe,Armed Assault,,,Firearms,,,,
1.99406E+11,6/8/94,United States,Springdale,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.99405E+11,5/29/94,United States,Riverside,Unknown,0,,,,,0,3,Religious Figures/Institutions,,,North America,Assassination,,,Firearms,,,,
1.99405E+11,5/29/94,United States,New York City,Unknown,0,,,,,1,0,Business,,,North America,Assassination,,,Firearms,,,,
1.99403E+11,3/30/94,France,Ajaccio,Corsican National Liberation Front (FLNC),0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.99403E+11,3/30/94,France,Ghisonaccia,Corsican National Liberation Front (FLNC),0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.99403E+11,3/30/94,France,Ghisonaccia,Corsican National Liberation Front (FLNC),0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.99403E+11,3/30/94,France,Ghisonaccia,Corsican National Liberation Front (FLNC),0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.99403E+11,3/30/94,France,Ghisonaccia,Corsican National Liberation Front (FLNC),0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.99403E+11,3/30/94,France,Ghisonaccia,Corsican National Liberation Front (FLNC),0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.99403E+11,3/9/94,United States,Miami,Unknown,0,,,,,1,0,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.99403E+11,3/4/94,United States,Green Bay,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.99403E+11,3/1/94,United States,New York City,Anti-Semitic extremists,0,,,,,1,3,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.99402E+11,2/25/94,France,Hyeres,Unknown,0,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.99402E+11,2/15/94,United States,Davenport,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,Fake Weapons,,,
1.99401E+11,1/25/94,United States,Ames,Aryan Republican Army,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,Fake Weapons,,,
1.99212E+11,12/11/92,United States,San Diego,Unknown,0,,,,,0,0,Police,,,North America,Assassination,,,Firearms,,,,
1.99212E+11,12/2/92,France,Bastia,Unknown,0,,,,,1,0,Business,,,Western Europe,Assassination,,,Firearms,,,,
1.9921E+11,10/23/92,France,strasbourg,Kurdistan Workers' Party (PKK),0,,,,,0,0,Government (Diplomatic),,,Western Europe,Armed Assault,,,Melee,Firearms,,,
1.9921E+11,10/15/92,France,Paris,Unknown,0,,,,,1,1,Police,,,Western Europe,Assassination,,,Firearms,,,,
1.9921E+11,10/9/92,France,Vaulx-en-Velin,Unknown,0,,,,,0,0,Police,,,Western Europe,Assassination,,,Firearms,,,,
1.99208E+11,8/23/92,France,Santa-Reparata-di-Balagna,Unknown,0,,,,,2,0,Business,,,Western Europe,Assassination,,,Firearms,,,,
1.99207E+11,7/28/92,Australia,Melbourne,Unknown,0,,,,,1,1,Airports and Aircraft,,,Australasia & Oceania,Armed Assault,,,Firearms,,,,
1.99207E+11,7/16/92,France,Bordeaux,Unknown,0,,,,,1,0,Religious Figures/Institutions,,,Western Europe,Assassination,,,Firearms,,,,
1.99206E+11,6/16/92,France,Chauny,French National,0,,,,,1,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.99204E+11,4/15/92,United States,Hayward,Anti-Government Group,0,,,,,0,0,Government (General),,,North America,Armed Assault,,,Firearms,,,,
1.99203E+11,3/19/92,France,Bagnols Sur Ceze,Unknown,0,,,,,0,1,Government (General),,,Western Europe,Armed Assault,,,Firearms,,,,
1.99203E+11,3/19/92,France,Bagnols Sur Ceze,National Front Security Service,0,,,,,0,1,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.99203E+11,3/11/92,United States,New York City,Medellin Drug Cartel,1,Cali Narcotics Cartel,1,,,1,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,,
1.99202E+11,2/18/92,United States,Boston,Unknown,0,,,,,1,0,Educational Institution,,,North America,Assassination,,,Firearms,,,,
1.99202E+11,2/13/92,France,Lunghignano,Unknown,0,,,,,1,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.99201E+11,1/14/92,United States,Houston,Anti-Abortion extremists,0,,,,,0,1,Abortion Related,,,North America,Assassination,,,Firearms,,,,
1.99201E+11,1/9/92,France,Ajaccio,Unknown,0,,,,,1,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.99201E+11,1/4/92,France,Ajaccio,Unknown,0,,,,,0,1,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.99112E+11,12/28/91,United States,Springfield,Anti-Abortion extremists,0,,,,,0,2,Abortion Related,,,North America,Armed Assault,,,Firearms,,,,
1.99108E+11,8/31/91,France,Ajaccio,Corsican National Liberation Front (FLNC),0,,,,,0,0,Government (General),,,Western Europe,Armed Assault,,,Firearms,,,,
1.99107E+11,7/11/91,France,Paris,Dev Sol,1,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.99103E+11,3/15/91,United States,Miami,Tontons Macoutes,0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,,
1.99102E+11,2/18/91,United States,Miami,Tontons Macoutes,0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,,
1.99012E+11,12/31/90,France,Soveria,Corsican National Liberation Front (FLNC),1,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.99012E+11,12/19/90,France,Ajaccio,Unknown,0,,,,,1,1,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.99012E+11,12/6/90,France,Ajaccio,Corsican National Liberation Front (FLNC),0,,,,,0,1,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.99011E+11,11/28/90,France,Bastia,Corsican National Liberation Front (FLNC),0,,,,,0,0,Government (General),,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,,
1.99011E+11,11/27/90,France,Bastia,Corsican National Liberation Front (FLNC),0,,,,,0,0,Government (General),,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,,
1.99011E+11,11/5/90,United States,New York City,Muslim extremists,0,,,,,1,0,Terrorists/Non-state Militia,,,North America,Assassination,,,Firearms,,,,
1.9901E+11,10/27/90,France,Aubagne,Corsican National Liberation Front (FLNC),0,,,,,0,0,Business,,,Western Europe,Bombing/Explosion,,,Firearms,Explosives/Bombs/Dynamite,,,
1.9901E+11,10/23/90,France,Paris,Unknown,0,,,,,1,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.99009E+11,9/22/90,United States,Bailey's Crossroads,Unknown,0,,,,,2,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,,
1.99006E+11,6/10/90,United States,Nashville,Ku Klux Klan,0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Firearms,,,,
1.99005E+11,5/31/90,France,Golfe Juan,Unknown,0,,,,,0,1,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.99002E+11,2/8/90,United States,Knoxville,Unknown,0,,,,,1,0,Educational Institution,,,North America,Assassination,,,Firearms,,,,
1.99001E+11,1/14/90,France,Bastia,Corsican National Liberation Front (FLNC),0,,,,,0,0,Business,,,Western Europe,Hostage Taking (Barricade Incident),,,Firearms,Incendiary,,,
1.98911E+11,11/22/89,United States,Seven Corners,Unknown,0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,,
1.9891E+11,10/7/89,France,Libourne,Action Directe,0,,,,,1,0,Military,,,Western Europe,Hostage Taking (Kidnapping),,,Firearms,,,,
1.98908E+11,8/20/89,United States,Fresno,Unknown,0,,,,,0,1,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.98908E+11,8/19/89,United States,Fresno,Unknown,0,,,,,0,1,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.98901E+11,1/30/89,Australia,Sydney,Unknown,0,,,,,0,0,Violent Political Party,,,Australasia & Oceania,Armed Assault,,,Firearms,,,,
1.98809E+11,9/14/88,United States,Richmond,Lebanese Man,0,,,,,0,0,Military,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.98809E+11,9/7/88,France,Paris,Jewish Defense Organization,0,,,,,0,0,Government (General),,,Western Europe,Armed Assault,,,Firearms,,,,
1.98803E+11,3/30/88,France,Marseilles,Unknown,0,,,,,0,0,Government (Diplomatic),,,Western Europe,Armed Assault,,,Firearms,,,,
1.98803E+11,3/29/88,France,Marseilles,Unknown,0,,,,,0,0,Government (Diplomatic),,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,,
1.98803E+11,3/29/88,France,Paris,Unknown,0,,,,,1,0,Violent Political Party,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98803E+11,3/29/88,France,Paris,Unknown,0,,,,,1,0,Violent Political Party,,,Western Europe,Assassination,,,Firearms,,,,
1.98803E+11,3/8/88,France,Ajaccio,Corsican National Liberation Front (FLNC),0,,,,,1,0,Police,,,Western Europe,Bombing/Explosion,,,Firearms,,,,
1.98803E+11,3/8/88,France,Bastia,Corsican National Liberation Front (FLNC),0,,,,,1,0,Police,,,Western Europe,Assassination,,,Firearms,,,,
1.98802E+11,2/19/88,France,Boucau,Iparretarrak (IK),0,,,,,0,2,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98802E+11,2/6/88,United States,Boulder,Anti-Abortion extremists,0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Firearms,,,,
1.98801E+11,1/4/88,France,Paris,Kurdistan Workers' Party (PKK),1,,,,,1,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.9871E+11,10/18/87,France,Ajaccio,Corsican National Liberation Front (FLNC),0,,,,,0,0,Private Citizens & Property,,,Western Europe,Facility/Infrastructure Attack,,,Firearms,Incendiary,,,
1.9871E+11,10/18/87,France,Ajaccio,Corsican National Liberation Front (FLNC),0,,,,,0,0,Private Citizens & Property,,,Western Europe,Facility/Infrastructure Attack,,,Firearms,Incendiary,,,
1.98709E+11,9/5/87,France,Saint-Cyprien,Corsican National Liberation Front (FLNC),0,,,,,0,0,Business,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Firearms,,,
1.98708E+11,8/4/87,France,Bastia,Corsican National Liberation Front (FLNC),0,,,,,1,3,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98707E+11,7/25/87,France,Capi di Muro,Unknown,0,,,,,0,0,Private Citizens & Property,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Firearms,,,
1.98706E+11,6/16/87,France,Ajaccio,Corsican National Liberation Front (FLNC),0,,,,,1,0,NGO,,,Western Europe,Assassination,,,Firearms,,,,
1.98702E+11,2/14/87,France,Paris,Red Brigades Fighting Communist Party (BR-PCC),0,,,,,2,0,Government (General),,,Western Europe,Armed Assault,,,Firearms,,,,
1.98612E+11,12/14/86,United States,New York City,Anti-Abortion extremists,0,,,,,0,0,Abortion Related,,,North America,Bombing/Explosion,Armed Assault,,Explosives/Bombs/Dynamite,Firearms,Other,,
1.98612E+11,12/12/86,France,Pau,Iparretarrak (IK),0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98611E+11,11/17/86,France,Paris,Action Directe,0,,,,,0,0,Business,,,Western Europe,Assassination,,,Firearms,,,,
1.98607E+11,7/25/86,France,Bayonne,Basque Fatherland and Freedom (ETA),0,,,,,0,1,Government (General),,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Firearms,Firearms,
1.98606E+11,6/30/86,France,Paris,Unknown,0,,,,,1,1,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.98605E+11,5/16/86,France,Paris,Action Directe,0,,,,,0,1,Police,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Firearms,,,
1.98604E+11,4/29/86,United States,San Juan,Organization of Volunteers for the Puerto Rican Revolution,0,,,,,1,0,Police,,,North America,Assassination,,,Firearms,,,,
1.98604E+11,4/25/86,France,Ecully,Unknown,0,,,,,1,0,Business,,,Western Europe,Assassination,,,Firearms,,,,
1.98604E+11,4/15/86,France,Le Vesinet,Action Directe,0,,,,,2,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.98603E+11,3/18/86,United States,Westminster,Vietnamese Refugees,0,,,,,0,1,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.98602E+11,2/8/86,France,Bayonne,Unknown,0,,,,,0,5,Business,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98511E+11,11/6/85,United States,San Juan,Organization of Volunteers for the Puerto Rican Revolution,0,,,,,0,1,Military,,,North America,Assassination,,,Firearms,,,,
1.98509E+11,9/25/85,France,Bayonne,Anti-Terrorist Liberation Group (GAL),0,,,,,4,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.98508E+11,8/12/85,France,Paris,Unknown,0,,,,,0,1,Religious Figures/Institutions,,,Western Europe,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.98508E+11,8/4/85,France,Saint-Jean-Pied-de-Port,Anti-Terrorist Liberation Group (GAL),0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.98506E+11,6/26/85,France,Neuilly-sur-Seine,Unknown,0,,,,,0,1,Military,,,Western Europe,Assassination,,,Firearms,,,,
1.98506E+11,6/26/85,France,Bayonne,Anti-Terrorist Liberation Group (GAL),0,,,,,1,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.98503E+11,3/31/85,France,Saint-Jean-de-Luz,Anti-Terrorist Liberation Group (GAL),0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.98501E+11,1/25/85,France,Paris,Action Directe,0,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.98412E+11,12/2/84,France,Bastia,Unknown,0,,,,,1,2,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98412E+11,12/2/84,France,Borgo,Unknown,0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98412E+11,12/2/84,France,L'Ile-Rousse,Unknown,0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,Unknown,,,
1.98412E+11,12/2/84,France,Solenzara,Unknown,0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98407E+11,7/31/84,France,Paris,Guardsmen of Islam,0,,,,,0,0,Airports and Aircraft,,,Western Europe,Hijacking,,,Explosives/Bombs/Dynamite,Melee,Firearms,Firearms,
1.98407E+11,7/19/84,United States,Ukiah,The Order (Silent Brotherhood),0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,Armed Assault,,Firearms,Firearms,Firearms,,
1.98406E+11,6/18/84,United States,Denver,The Order (Silent Brotherhood),0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,,
1.98406E+11,6/7/84,France,Ajaccio,Corsican National Liberation Front (FLNC),0,,,,,2,0,Police,,,Western Europe,Bombing/Explosion,,,Unknown,Firearms,Explosives/Bombs/Dynamite,Firearms,
1.98405E+11,5/28/84,United States,San Francisco,Vietnamese Organization to Exterminate Communists and Restore the Nation,0,,,,,1,1,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.98405E+11,5/3/84,France,Saint-Etienne-de-Baigorry,Anti-Terrorist Liberation Group (GAL),1,,,,,2,1,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.98404E+11,4/23/84,United States,Seattle,The Order (Silent Brotherhood),0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,Armed Assault,,Firearms,Firearms,Firearms,,
1.98404E+11,4/23/84,France,Biarritz,Anti-Terrorist Liberation Group (GAL),1,,,,,1,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.98403E+11,3/26/84,France,Strasbourg,Lebanese Armed Revolutionary Faction (LARF),0,,,,,0,1,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.98403E+11,3/16/84,United States,Seattle,The Order (Silent Brotherhood),0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,Armed Assault,,Firearms,,,,
1.98402E+11,2/25/84,France,Idaux-Mendy,Anti-Terrorist Liberation Group (GAL),0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.98402E+11,2/8/84,France,Paris,Abu Nidal Organization (ANO),0,,,,,1,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.98402E+11,2/7/84,France,Hendaye,Anti-Terrorist Liberation Group (GAL),0,,,,,2,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
