GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4,
1.98401E+11,1/30/84,United States,Spokane,The Order (Silent Brotherhood),0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),Armed Assault,,Firearms,,,,
1.98312E+11,12/28/83,France,Saint-Jean-de-Luz,Anti-Terrorist Liberation Group (GAL),0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.98312E+11,12/19/83,France,Bayonne,Anti-Terrorist Liberation Group (GAL),0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.98311E+11,11/11/83,United States,Texarkana,"Covenant, Sword and the Arm of the Lord (CSA)",0,,,,,1,0,Business,Private Citizens & Property,,North America,Armed Assault,Facility/Infrastructure Attack,,Firearms,,,,
1.9831E+11,10/28/83,United States,Spokane,The Order (Silent Brotherhood),0,,,,,0,2,Business,,,North America,Facility/Infrastructure Attack,Armed Assault,,Firearms,Melee,Melee,,
1.98309E+11,9/21/83,United States,New York City,Unknown,0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,,
1.98308E+11,8/27/83,France,Paris,Iraqi Moslems,0,,,,,0,0,Airports and Aircraft,,,Western Europe,Hijacking,,,Firearms,Explosives/Bombs/Dynamite,,,
1.98307E+11,7/15/83,United States,Rio Piedras,Macheteros,1,,,,,1,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.98304E+11,4/29/83,United States,Unknown,Macheteros,1,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.98304E+11,4/9/83,France,Marseilles,Polish,0,,,,,0,0,Airports and Aircraft,,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,,
1.98304E+11,4/8/83,France,Marseilles,Polish,0,,,,,0,0,Government (Diplomatic),,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,,
1.98302E+11,2/15/83,United States,Killeen,Iranian extremists,0,,,,,0,0,Airports and Aircraft,,,North America,Hijacking,,,Firearms,,,,
1.98302E+11,2/13/83,United States,Medina,Posse Comitatus,0,,,,,2,1,Police,,,North America,Armed Assault,,,Firearms,,,,
1.98301E+11,1/12/83,France,Oletta,Corsican Separatists,0,,,,,0,0,Educational Institution,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Firearms,,,
1.98301E+11,1/4/83,France,Ajaccio,Corsican Revolutionary Brigade,1,,,,,0,1,Police,,,Western Europe,Assassination,,,Firearms,,,,
1.98211E+11,11/16/82,United States,Carolina,Macheteros,0,,,,,1,0,Business,Business,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.98209E+11,9/1/82,United States,Naranjito,Macheteros,0,,,,,0,0,Business,,,North America,Armed Assault,,,Firearms,Firearms,,,
1.98208E+11,8/13/82,United States,Edwardsville,Army of God,0,,,,,0,0,Abortion Related,,,North America,Hostage Taking (Kidnapping),,,Firearms,,,,
1.98208E+11,8/12/82,France,Paris,Terrorists,0,,,,,0,0,Police,,,Western Europe,Assassination,,,Firearms,,,,
1.98208E+11,8/9/82,France,Paris,Abu Nidal Organization (ANO),1,,,,,6,22,Business,,,Western Europe,Bombing/Explosion,,,Firearms,Explosives/Bombs/Dynamite,,,
1.98208E+11,8/2/82,United States,Houston,Vietnamese Organization to Exterminate Communists and Restore the Nation,0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,,
1.98208E+11,8/1/82,France,Paris,Action Directe,0,,,,,0,0,Government (Diplomatic),,,Western Europe,Armed Assault,,,Firearms,,,,
1.98206E+11,6/3/82,France,Toulouse,Survivors of Golfech,0,,,,,Unknown,Unknown,Government (General),,,Western Europe,Armed Assault,,,Firearms,,,,
1.98205E+11,5/28/82,France,Paris,Action Directe,0,,,,,0,0,Business,,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,,
1.98205E+11,5/25/82,United States,San German,Grupo Estrella,0,,,,,0,1,Military,,,North America,Hostage Taking (Kidnapping),Facility/Infrastructure Attack,,Firearms,,,,
1.98205E+11,5/18/82,United States,San Juan,Macheteros,0,,,,,1,2,Police,,,North America,Assassination,,,Firearms,,,,
1.98205E+11,5/16/82,United States,San Juan,Macheteros,0,,,,,1,3,Military,,,North America,Assassination,,,Firearms,,,,
1.98205E+11,5/4/82,United States,Somerville,Justice Commandos for the Armenian Genocide,0,,,,,1,0,Government (Diplomatic),,,North America,Assassination,,,Firearms,Firearms,,,
1.98204E+11,4/3/82,France,Paris,Lebanese Armed Revolutionary Faction (LARF),0,,,,,1,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.98203E+11,3/31/82,France,Paris,Palestine Liberation Organization (PLO),0,,,,,0,0,Government (Diplomatic),,,Western Europe,Armed Assault,,,Firearms,Firearms,,,
1.98202E+11,2/21/82,United States,MIami,Omega-7,0,,,,,0,0,Business,,,North America,Armed Assault,,,Firearms,,,,
1.98201E+11,1/28/82,United States,Los Angeles,Justice Commandos for the Armenian Genocide,0,,,,,1,0,Government (Diplomatic),,,North America,Assassination,,,Firearms,,,,
1.98201E+11,1/18/82,France,Paris,Lebanese Armed Revolutionary Faction (LARF),0,,,,,1,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.98201E+11,1/16/82,United States,Jackson,Ku Klux Klan,0,,,,,0,0,Journalists & Media,,,North America,Facility/Infrastructure Attack,,,Firearms,,,,
1.98112E+11,12/21/81,United States,Metter,May 19 Communist Order,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.98111E+11,11/27/81,United States,San Juan,Macheteros,0,,,,,0,1,Military,,,North America,Armed Assault,,,Firearms,,,,
1.98111E+11,11/23/81,United States,Arlington,May 19 Communist Order,0,,,,,0,0,Business,Business,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.98111E+11,11/14/81,United States,Glen Cove,Jewish Defense League (JDL),0,,,,,0,0,Government (Diplomatic),,,North America,Armed Assault,,,Firearms,,,,
1.98111E+11,11/13/81,France,Paris,Armenian Secret Army for the Liberation of Armenia,0,,,,,0,1,Police,,,Western Europe,Assassination,,,Firearms,,,,
1.98111E+11,11/12/81,France,Paris,Lebanese Armed Revolutionary Faction (LARF),0,,,,,0,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.98111E+11,11/5/81,United States,San Juan,Unknown,0,,,,,0,0,Business,,,North America,Armed Assault,,,Firearms,,,,
1.9811E+11,10/21/81,France,Marseilles,22-Jan,0,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.9811E+11,10/6/81,United States,Langley Park,Unknown,0,,,,,1,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.98109E+11,9/24/81,France,Paris,Armenian Secret Army for the Liberation of Armenia,0,,,,,1,3,Government (Diplomatic),,,Western Europe,Hostage Taking (Barricade Incident),,,Explosives/Bombs/Dynamite,Firearms,Firearms,Explosives/Bombs/Dynamite,
1.98108E+11,8/17/81,United States,San Juan,Unknown,0,,,,,1,1,Military,,,North America,Assassination,,,Firearms,,,,
1.98108E+11,8/7/81,United States,Washington,Mujahedin-e Khalq (MEK),0,,,,,0,3,Government (Diplomatic),,,North America,Armed Assault,,,Firearms,,,,
1.98108E+11,8/4/81,France,Paris,2nd of June Movement,0,,,,,0,1,Police,,,Western Europe,Assassination,,,Firearms,,,,
1.98107E+11,7/21/81,United States,San Francisco,Anti-Communist Viets Organization,1,Vietnamese Organization to Exterminate Communists and Restore the Nation,1,,,1,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,,
1.98107E+11,7/17/81,United States,Ogden,Qaddaffis,0,,,,,1,0,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.98106E+11,6/2/81,United States,New York City,May 19 Communist Order,0,,,,,1,1,Business,Business,,North America,Hostage Taking (Barricade Incident),,,Firearms,Firearms,,,
1.98105E+11,5/10/81,France,Paris,Pessach Group,0,,,,,0,0,Airports and Aircraft,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98105E+11,5/5/81,United States,Carolina,Unknown,0,,,,,0,1,Government (General),,,North America,Assassination,,,Firearms,,,,
1.98105E+11,5/3/81,France,Paris,Pessach Group,0,,,,,0,0,Business,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98105E+11,5/1/81,United States,San Juan,Unknown,0,,,,,0,0,Government (General),,,North America,Armed Assault,,,Firearms,,,,
1.98104E+11,4/23/81,France,Paris,Spanish Basque Battalion (BBE) (rightist),0,,,,,0,1,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.98104E+11,4/21/81,United States,Santurce,Macheteros,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.98104E+11,4/21/81,United States,Miami,Unknown,0,,,,,0,1,Journalists & Media,,,North America,Assassination,,,Firearms,,,,
1.98104E+11,4/11/81,United States,San Francisco,Unknown,0,,,,,0,0,Government (Diplomatic),,,North America,Armed Assault,,,Firearms,,,,
1.98103E+11,3/23/81,United States,Danbury,May 19 Communist Order,0,,,,,0,1,Business,Business,,North America,Hostage Taking (Barricade Incident),,,Firearms,Firearms,,,
1.98103E+11,3/21/81,France,Saint-Jean-de-Luz,Spanish Basque Battalion (BBE) (rightist),0,,,,,0,2,Terrorists/Non-state Militia,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98103E+11,3/4/81,France,Paris,Armenian Secret Army for the Liberation of Armenia,0,,,,,2,0,Government (Diplomatic),Government (Diplomatic),Government (Diplomatic),Western Europe,Assassination,,,Firearms,Firearms,,,
1.98102E+11,2/13/81,United States,Memphis,Ku Klux Klan,0,,,,,0,0,Private Citizens & Property,,,North America,Hostage Taking (Kidnapping),Armed Assault,,Firearms,,,,
1.98101E+11,1981-01-00,United States,Ponce,Macheteros,0,,,,,Unknown,Unknown,Business,,,North America,Armed Assault,,,Firearms,,,,
1.98012E+11,12/30/80,France,Ciboure,Spanish Basque Battalion (BBE) (rightist),0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Explosives/Bombs/Dynamite,Firearms,,,
1.98012E+11,12/17/80,Australia,Sydney,Justice Commandos for the Armenian Genocide,0,,,,,2,0,Military,,,Australasia & Oceania,Assassination,,,Firearms,,,,
1.98011E+11,11/25/80,France,Paris,Unknown,0,,,,,2,1,Business,,,Western Europe,Assassination,,,Firearms,,,,
1.98011E+11,11/23/80,France,Hendaye,Spanish Basque Battalion (BBE) (rightist),0,,,,,2,10,Business,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98011E+11,11/21/80,United States,San Juan,Unknown,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.98011E+11,11/6/80,Australia,Sydney,Unknown,0,,,,,0,1,Government (Diplomatic),,,Australasia & Oceania,Armed Assault,,,Firearms,,,,
1.98011E+11,11/1/80,United States,Youngstown,White extremists,0,,,,,1,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.9801E+11,10/14/80,United States,Fort Collins,Gaddafi loyalists,0,,,,,1,0,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.9801E+11,10/1/80,France,Paris,Unknown,0,,,,,0,0,Religious Figures/Institutions,,,Western Europe,Armed Assault,,,Firearms,,,,
1.9801E+11,10/1/80,France,Paris,Unknown,0,,,,,0,0,Religious Figures/Institutions,,,Western Europe,Armed Assault,,,Firearms,,,,
1.9801E+11,10/1/80,France,Paris,Unknown,0,,,,,0,0,Private Citizens & Property,,,Western Europe,Armed Assault,,,Firearms,,,,
1.9801E+11,1980-10-00,France,Paris,Unknown,0,,,,,0,0,Educational Institution,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98009E+11,9/26/80,France,Paris,Armenian Secret Army for the Liberation of Armenia,0,,,,,0,1,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.98009E+11,9/19/80,France,Paris,Action Directe,0,,,,,0,0,Military,,,Western Europe,Armed Assault,,,Firearms,,,,
1.98009E+11,9/12/80,United States,New York City,Omega-7,0,,,,,1,0,Government (Diplomatic),,,North America,Assassination,,,Firearms,,,,
1.98008E+11,8/20/80,United States,Salt Lake City,White extremists,0,,,,,2,1,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.98008E+11,8/5/80,France,Lyon,Armenian Secret Army for the Liberation of Armenia,0,,,,,0,4,Government (Diplomatic),Government (Diplomatic),,Western Europe,Armed Assault,,,Firearms,,,,
1.98008E+11,8/5/80,France,Lyon,Unknown,0,,,,,0,4,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.98008E+11,8/4/80,United States,Detroit,Ku Klux Klan,0,,,,,0,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,Firearms,,,
1.98007E+11,7/31/80,United States,Los Angeles,Black American Moslems,0,,,,,1,0,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.98007E+11,7/22/80,United States,Bethesda,Black Muslims,0,,,,,1,0,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.98007E+11,7/21/80,France,Paris,Unknown,0,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.98007E+11,7/18/80,France,Paris,Guardsmen of Islam,0,,,,,3,3,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.98006E+11,6/15/80,United States,Johnstown,White extremists,0,,,,,2,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.98006E+11,6/8/80,United States,Cincinnati,White extremists,0,,,,,2,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.98005E+11,5/29/80,United States,Fort Wayne,White extremists,0,,,,,0,1,NGO,,,North America,Assassination,,,Firearms,,,,
1.98005E+11,5/14/80,France,Paris,Corsican National Liberation Front (FLNC),0,,,,,Unknown,4,Police,,,Western Europe,Bombing/Explosion,,,Firearms,Explosives/Bombs/Dynamite,,,
1.98005E+11,1980-05-00,United States,Tomah,White extremists,0,,,,,1,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.98004E+11,4/22/80,United States,Inwood,May 19 Communist Order,0,,,,,0,0,Business,Business,,North America,Armed Assault,,,Firearms,,,,
1.98004E+11,4/19/80,United States,Chattanooga,Ku Klux Klan,0,,,,,0,4,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.98004E+11,4/19/80,United States,Wrightsville,Ku Klux Klan,1,,,,,0,1,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.98003E+11,3/18/80,France,Paris,Action Directe,0,,,,,0,0,Government (General),,,Western Europe,Armed Assault,,,Firearms,,,,
1.98003E+11,3/15/80,United States,Chicago,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,0,0,Government (General),,,North America,Hostage Taking (Kidnapping),,,Firearms,Firearms,,,
1.98003E+11,3/15/80,United States,New York City,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,0,0,Government (General),,,North America,Hostage Taking (Kidnapping),,,Firearms,Firearms,,,
1.98003E+11,3/12/80,United States,San Juan,Macheteros,0,,,,,0,1,Military,,,North America,Armed Assault,,,Firearms,,,,
1.98002E+11,2/21/80,United States,New York City,Unknown,0,,,,,0,0,Government (Diplomatic),,,North America,Armed Assault,,,Firearms,,,,
1.98002E+11,2/20/80,United States,Greenburgh,May 19 Communist Order,0,,,,,0,0,Business,Business,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.98002E+11,2/17/80,United States,Barnegat,Ku Klux Klan,1,,,,,0,Unknown,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.98002E+11,2/1/80,France,Paris,Autonomous Revolutionary Brigade,0,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.98001E+11,1/25/80,United States,Atlanta,Black American Moslems,0,,,,,0,0,Airports and Aircraft,,,North America,Hijacking,,,Firearms,,,,
1.98001E+11,1/17/80,France,Paris,Abu Nidal Organization (ANO),0,,,,,1,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.98001E+11,1/14/80,United States,Indianapolis,White extremists,0,,,,,1,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.98001E+11,1/12/80,United States,Indianapolis,White extremists,0,,,,,1,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.98001E+11,1/9/80,France,Ajaccio,Union Du People Corse,0,,,,,Unknown,Unknown,Business,,,Western Europe,Armed Assault,,,Firearms,Firearms,,,
1.97912E+11,12/22/79,France,Paris,Justice Commandos for the Armenian Genocide,0,,,,,1,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.97912E+11,12/22/79,France,Paris,New Armenian Resistance,0,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.97912E+11,12/9/79,United States,Cieba,Puerto Rican Nationalists,0,,,,,0,2,Military,,,North America,Armed Assault,,,Firearms,,,,
1.97912E+11,12/7/79,France,Paris,Muslim Liberation Front,0,,,,,1,0,Military,,,Western Europe,Assassination,,,Firearms,,,,
1.97912E+11,12/3/79,United States,San Juan,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,2,8,Military,,,North America,Armed Assault,,,Firearms,,,,
1.97911E+11,11/25/79,United States,Union City,Omega-7,0,,,,,1,0,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.97911E+11,11/3/79,United States,Greensboro,Ku Klux Klan,0,,,,,5,10,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.9791E+11,10/21/79,United States,Oklahoma City,White extremists,0,,,,,2,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.9791E+11,10/2/79,United States,Cieba,Armed Forces of Popular Resistance (FARP),0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,Firearms,,,
1.97909E+11,9/20/79,France,Paris,Honour of the Police,0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.97909E+11,9/16/79,France,Paris,Autonomous Group for Armed Action,0,,,,,0,0,Government (General),,,Western Europe,Armed Assault,,,Firearms,,,,
1.97909E+11,9/14/79,France,Biarritz,Spanish National Action,0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.97909E+11,9/11/79,United States,Paramus,May 19 Communist Order,0,,,,,0,0,Business,Business,,North America,Armed Assault,,,Firearms,,,,
1.97908E+11,8/29/79,France,Valenciennes,Unknown,0,,,,,0,0,Government (General),,,Western Europe,Armed Assault,,,Firearms,Melee,,,
1.97908E+11,8/18/79,United States,Falls Church,White extremists,0,,,,,1,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.97908E+11,8/17/79,France,Paris,Unknown,0,,,,,0,1,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.97907E+11,7/12/79,United States,Doraville,White extremists,0,,,,,1,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.97907E+11,7/2/79,France,Urrugne,Basque Justice,0,,,,,0,0,Transportation,,,Western Europe,Armed Assault,,,Firearms,,,,
1.97906E+11,6/29/79,France,Paris,Unknown,0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.97906E+11,6/29/79,France,Choisy-le Roi,Unknown,0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.97906E+11,6/26/79,France,Bayonne,Unknown,0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.97906E+11,6/21/79,France,Paris,Unknown,0,,,,,1,1,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.97906E+11,6/4/79,France,Ajaccio,Students,0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Incendiary,Firearms,,,
1.97905E+11,5/26/79,United States,Decatur,Ku Klux Klan,0,,,,,0,9,Private Citizens & Property,Police,,North America,Armed Assault,,,Firearms,Melee,Melee,,
1.97905E+11,5/17/79,United States,Kailua,Hawaiian extremists,0,,,,,1,1,Military,,,North America,Armed Assault,,,Firearms,,,,
1.97905E+11,5/4/79,France,Biarritz,Unknown,0,,,,,0,1,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.97904E+11,4/28/79,United States,San Juan,Omega-7,0,,,,,1,0,Business,,,North America,Assassination,,,Firearms,,,,
1.97904E+11,4/8/79,United States,San Juan,Omega-7,0,,,,,1,0,Business,,,North America,Assassination,,,Firearms,,,,
1.97902E+11,2/10/79,United States,Sabana Seca,ROSADO-SOTO Command,0,,,,,0,0,Military,,,North America,Armed Assault,,,Firearms,,,,
1.97901E+11,1/13/79,France,Saint-Jean-de-Luz,Basque Fatherland and Freedom (ETA),1,,,,,0,1,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.97901E+11,1/1/79,France,Ajaccio,Corsican National Liberation Front (FLNC),0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,,
1.97812E+11,12/19/78,United States,Livingston,May 19 Communist Order,0,,,,,0,0,Business,Business,,North America,Armed Assault,,,Firearms,,,,
1.97812E+11,12/7/78,United States,San Juan,Macheteros,0,,,,,1,0,Police,,,North America,Assassination,,,Firearms,,,,
1.97811E+11,11/29/78,United States,Delaware City,Unknown,0,,,,,0,0,Transportation,,,North America,Armed Assault,,,Firearms,,,,
1.97811E+11,11/22/78,United States,Glendale,Otpor,0,,,,,1,0,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.9781E+11,10/12/78,United States,New York City,May 19 Communist Order,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.9781E+11,10/5/78,France,Marseilles,Unknown,0,,,,,9,0,Unknown,,,Western Europe,Armed Assault,,,Firearms,,,,
1.97809E+11,9/28/78,United States,Greenburgh,Otpor,1,,,,,1,0,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.97809E+11,9/4/78,United States,San Juan,Revolutionary Commandos of the People (CRP),1,,,,,0,0,Journalists & Media,,,North America,Hostage Taking (Barricade Incident),Facility/Infrastructure Attack,,Firearms,Other,,,
1.97808E+11,8/24/78,United States,Naguabo,Macheteros,0,,,,,1,0,Police,,,North America,Armed Assault,,,Firearms,,,,
1.97808E+11,8/17/78,United States,Chicago,Croatian Nationalists,0,,,,,0,0,Government (Diplomatic),,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.97808E+11,8/3/78,France,Paris,Abu Nidal Organization (ANO),0,,,,,2,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,Explosives/Bombs/Dynamite,,,
1.97807E+11,7/31/78,France,Paris,Palestinians,0,,,,,2,3,Government (Diplomatic),,,Western Europe,Hostage Taking (Barricade Incident),,,Firearms,Explosives/Bombs/Dynamite,Firearms,,
1.97807E+11,7/29/78,United States,Chattanooga,White extremists,0,,,,,1,1,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.97807E+11,7/5/78,United States,San Juan,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,Unknown,Unknown,Police,,,North America,Armed Assault,,,Firearms,,,,
1.97807E+11,7/3/78,United States,San Juan,Unknown,0,,,,,0,0,Government (Diplomatic),,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.97807E+11,7/2/78,France,Saint-Jean-de-Luz,Argentine Anticommunist Alliance (AAA),0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.97805E+11,5/20/78,France,Paris,Popular Front for the Liberation of Palestine (PFLP),0,,,,,5,3,Airports and Aircraft,,,Western Europe,Bombing/Explosion,,,Firearms,Explosives/Bombs/Dynamite,,,
1.97805E+11,5/5/78,France,Paris,Delta Group,0,,,,,1,0,Business,,,Western Europe,Assassination,,,Firearms,,,,
1.97803E+11,3/6/78,United States,Lawrenceville,White extremists,0,,,,,0,2,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.97801E+11,1/14/78,France,Ventiseri,Corsican National Liberation Front (FLNC),0,,,,,0,0,Military,,,Western Europe,Bombing/Explosion,,,Firearms,Explosives/Bombs/Dynamite,,,
1.97801E+11,1/10/78,France,Nice,Charles Martel Group,0,,,,,0,0,Business,,,Western Europe,Armed Assault,,,Firearms,,,,
1.97712E+11,12/25/77,France,Saint-Martin-sur-Oreuse,Unknown,0,,,,,0,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.97712E+11,12/2/77,France,Paris,Delta Group,0,,,,,1,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.9771E+11,10/19/77,United States,Mount Vernon,May 19 Communist Order,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.9771E+11,10/8/77,United States,Richmond Heights,White extremists,0,,,,,1,2,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.97709E+11,9/13/77,France,Antibes,Unknown,0,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.97707E+11,7/7/77,France,Paris,Polisario Front,0,,,,,0,1,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
