Year,State Abbrv,Total Fatalities,Total Injured
2014,CA,0,5
2014,FL,1,3
2014,MO,3,1
2014,OH,1,4
2014,TX,0,6
2014,FL,1,3
2014,TX,0,6
2014,NV,0,4
2014,NV,0,4
2014,IL,1,3
2014,OH,4,1
2014,FL,1,3
2014,NJ,3,1
2014,PA,0,6
2014,PA,0,6
2014,OH,4,1
2014,SD,4,1
2014,OH,1,3
2014,VA,0,4
2014,CO,1,4
2014,PA,0,4
2014,CA,0,6
2014,TX,2,3
2014,TN,0,4
2014,TX,2,3
2014,GA,3,2
2014,NJ,1,3
2014,NY,0,4
2014,TN,0,5
2014,WV,5,0
2014,WV,5,0
2014,VA,0,5
2014,MO,1,5
2014,MO,2,4
2014,NC,1,3
2014,MN,0,4
2014,IN,0,4
2014,IN,0,4
2014,GA,3,3
2014,OR,0,4
2014,FL,0,5
2014,GA,2,4
2014,FL,1,4
2014,IL,0,4
2014,PA,6,3
2014,PA,7,1
2014,NJ,0,4
2014,IL,4,0
2014,IL,1,10
2014,TX,2,2
2014,FL,2,3
2014,MS,1,4
2014,IL,0,5
2014,MI,1,3
2014,CA,0,4
2014,FL,0,9
2014,NY,3,2
2014,KY,1,3
2014,MO,1,3
2014,MO,1,3
2014,IL,1,3
2014,CA,1,3
2014,CA,0,4
2014,LA,0,4
2014,CA,1,3
2015,TN,0,5
2015,GA,1,4
2015,TX,3,1
2015,VA,2,4
2015,FL,1,3
2015,TN,1,3
2015,MA,1,3
2015,CA,4,0
2015,ID,3,1
2015,KS,2,2
2015,NC,2,5
2015,FL,1,3
2015,CA,0,5
2015,AL,0,5
2015,VA,0,5
2015,IL,2,2
2015,IL,2,2
2015,CA,2,2
2015,TX,2,5
2015,TN,1,3
2015,MA,0,6
2015,NY,4,1
2015,NY,4,1
2015,NE,3,5
2015,NY,4,1
2015,CA,1,4
2015,GA,1,3
2015,GA,1,3
2015,GA,5,0
2015,GA,4,0
2015,GA,4,0
2015,NY,1,4
2015,NY,1,4
2015,NY,0,6
2015,NC,4,0
2015,OH,3,3
2015,OH,3,3
2015,OK,1,3
2015,GA,5,2
2015,PA,0,3
2015,TN,0,6
2015,TN,0,6
2015,FL,3,1
2015,NC,3,0
2015,CA,0,5
2015,AR,1,3
2015,CA,0,4
2015,SC,0,4
2015,GA,3,2
2015,GA,3,2
2015,TX,4,1
2015,FL,0,4
2015,NC,3,0
2015,TX,3,2
2015,MO,8,1
2015,AL,1,2
2015,MO,8,1
2015,MD,1,3
2015,MO,3,1
2015,NC,4,0
2015,MI,1,5
2015,FL,0,4
2015,FL,0,4
2015,NV,3,1
2015,CA,2,5
2015,CA,2,5
2015,SC,1,3
2015,IL,1,3
2015,GA,0,5
2015,IL,0,4
2015,MS,2,3
2015,GA,0,5
2015,CA,0,4
2015,CA,0,4
2015,AL,3,1
2015,AL,3,1
2015,NC,0,4
2015,CA,0,4
2015,CA,3,4
2015,AZ,1,5
2015,NJ,1,3
2015,NM,2,2
2015,AZ,2,2
2015,MS,0,4
2015,IL,0,4
2015,TX,1,3
2015,OK,0,4
2015,FL,0,5
2015,FL,0,4
2015,FL,0,4
2015,NM,1,6
2015,TN,1,4
2015,IN,4,0
2015,TX,0,4
2015,FL,0,7
2015,FL,0,7
2015,CA,0,4
2015,OK,4,0
2015,MD,0,5
2015,FL,0,4
2015,MI,0,4
2015,IN,0,5
2015,KY,1,4
2015,PA,1,3
2015,GA,1,3
2015,GA,1,3
2015,CA,1,4
2015,AZ,5,0
2015,NC,0,4
2015,NC,1,3
2015,AL,0,5
2015,NJ,1,3
2015,NJ,1,3
2015,PA,0,5
2015,VA,0,4
2015,TX,2,3
2015,NY,1,6
2015,NJ,0,4
2015,NY,2,4
2015,AZ,2,2
2015,WI,2,3
2015,NY,0,4
2015,OH,1,6
2015,TX,0,6
2015,WI,4,1
2015,IN,0,4
2015,NY,0,4
2015,NY,1,3
2015,OH,0,4
2015,OH,1,4
2015,NJ,0,4
2015,NJ,1,3
2015,MD,1,4
2015,AZ,5,0
2015,AK,4,0
2015,MD,0,5
2015,WI,0,5
2015,NY,0,4
2015,TX,9,18
2015,MO,0,4
2015,FL,1,4
2015,MD,1,4
2015,CA,2,2
2015,MA,0,5
2015,MI,0,7
2015,AL,1,3
2015,MO,0,4
2015,MO,0,4
2015,IL,1,4
2015,LA,2,2
2015,PA,1,3
2015,IL,0,5
2015,NE,0,4
2015,FL,1,3
2015,NY,1,3
2015,CA,0,4
2015,OH,3,1
2015,GA,3,2
2015,CT,0,5
2015,MD,1,3
2015,AL,0,4
2015,NY,3,1
2015,IA,0,5
2015,LA,1,3
2015,NY,1,4
2015,IL,0,5
2015,MT,5,0
2015,MO,1,3
2015,MO,1,3
2015,OH,1,3
2015,CA,1,3
2015,CT,1,8
2015,TX,1,3
2015,WI,3,1
2015,FL,0,4
2015,FL,0,4
2015,NY,0,5
2015,OH,4,1
2015,GA,1,4
2015,GA,1,4
2015,GA,1,3
2015,OK,0,4
2015,MO,0,4
2015,OK,0,4
2015,NJ,1,3
2015,GA,1,3
2015,MO,0,4
2015,OK,0,4
2015,NY,0,4
2015,FL,0,4
2015,SC,9,0
2015,RI,0,4
2015,MI,1,11
2015,NC,0,4
2015,PA,0,10
2015,KY,0,5
2015,PA,0,4
2015,UT,4,0
2015,PA,0,7
2015,LA,3,1
2015,IL,1,3
2015,NY,0,4
2015,NY,0,4
2015,LA,0,4
2015,MI,0,4
2015,MI,0,4
2015,FL,4,0
2015,CT,1,3
2015,MA,1,3
2015,MI,0,5
2015,DE,0,6
2015,IL,0,6
2015,FL,0,4
2015,NJ,1,4
2015,IN,1,3
2015,PA,2,2
2015,KY,0,4
2015,MA,1,4
2015,TX,0,4
2015,NY,0,4
2015,DC,1,3
2015,NJ,1,3
2015,IN,0,9
2015,SC,4,0
2015,LA,0,8
2015,MD,3,1
2015,OH,1,3
2015,LA,3,1
2015,NJ,0,4
2015,IL,2,3
2015,CA,0,4
2015,CA,1,4
2015,MO,0,4
2015,MO,0,4
2015,GA,0,5
2015,MD,1,3
2015,OH,0,7
2015,MI,0,4
2015,SC,4,1
2015,TN,5,3
2015,TX,0,4
2015,IL,0,5
2015,OH,0,4
2015,OH,0,4
2015,OH,1,5
2015,ME,2,4
2015,DC,1,3
2015,LA,2,2
2015,OR,1,3
2015,CA,0,4
2015,CA,0,5
2015,KY,0,6
2015,NC,0,4
2015,VA,0,4
2015,NY,0,5
2015,FL,1,3
2015,GA,4,1
2015,GA,4,1
2015,LA,3,9
2015,PA,2,4
2015,VA,0,4
2015,IN,0,5
2015,MO,2,3
2015,LA,0,4
2015,IL,0,5
2015,IL,2,2
2015,PA,0,4
2015,FL,0,4
2015,MD,0,7
2015,NY,0,9
2015,IL,1,4
2015,GA,0,5
2015,NY,0,5
2015,MO,1,4
2015,MO,1,4
2015,SC,0,4
2015,VT,4,0
2015,VT,4,0
2015,AR,1,11
2015,NC,2,3
2015,TX,8,0
2015,MI,1,3
2015,MS,1,3
2015,MO,0,4
2015,CA,0,4
2015,CA,0,4
2015,SC,1,3
2015,PA,1,3
2015,SC,0,5
2015,IL,0,4
2015,TX,0,6
2015,FL,1,3
2015,NY,3,4
2015,TX,2,2
2015,TX,2,2
2015,OH,2,5
2015,NC,0,8
2015,FL,0,4
2015,NM,3,1
2015,FL,0,4
2015,NM,3,1
2015,CA,1,7
2015,LA,1,3
2015,MN,0,4
2015,IL,1,3
2015,MN,0,4
2015,VA,3,1
2015,VA,3,1
2015,FL,2,2
2015,CA,2,2
2015,NY,1,3
2015,TN,3,1
2015,GA,0,4
2015,TX,1,3
2015,TX,1,3
2015,TN,1,4
2015,MI,0,4
2015,NJ,4,0
2015,NC,1,3
2015,MO,0,4
2015,FL,0,4
2015,NV,1,3
2015,CO,0,4
2015,IN,2,4
2015,DC,0,5
2015,GA,0,4
2015,IL,0,4
2015,WA,4,0
2015,MN,5,0
2015,MN,5,0
2015,MN,5,0
2015,NC,0,5
2015,MN,1,3
2015,MN,0,6
2015,NY,2,4
2015,LA,0,4
2015,LA,4,0
2015,NM,2,2
2015,FL,1,5
2015,NJ,0,4
2015,MI,0,4
2015,SD,6,0
2015,SD,6,0
2015,IN,1,3
2015,IL,1,5
2015,PA,1,3
2015,OK,0,6
2015,CA,2,2
2015,FL,0,4
2015,GA,1,3
2015,LA,0,5
2015,IL,0,5
2015,IL,0,4
2015,CA,2,2
2015,IL,0,4
2015,GA,0,10
2015,MO,0,4
2015,IL,2,3
2015,OH,0,5
2015,OH,0,5
2015,OH,0,4
2015,IL,3,2
2015,FL,3,1
2015,OR,10,7
2015,MD,1,4
2015,MD,0,5
2015,AZ,1,3
2015,NC,0,4
2015,TN,0,5
2015,IL,1,3
2015,GA,0,4
2015,GA,0,4
2015,IN,0,4
2015,FL,1,5
2015,LA,0,4
2015,IL,0,7
2015,OH,2,1
2015,TN,1,3
2015,TN,1,3
2015,SC,0,4
2015,NC,0,5
2015,SC,2,2
2015,AZ,1,4
2015,DC,0,5
2015,IN,0,5
2015,TX,0,5
2015,LA,1,3
2015,CO,4,0
2015,SC,4,0
2015,TX,2,2
2015,FL,1,3
2015,ME,4,0
2015,CA,0,4
2015,CO,1,3
2015,FL,0,4
2015,CO,1,3
2015,GA,1,2
2015,IA,1,3
2015,MI,0,4
2015,IN,2,2
2015,FL,4,1
2015,CA,3,2
2015,PA,0,5
2015,TX,6,1
2015,PA,0,4
2015,TX,6,0
2015,AL,3,1
2015,AL,3,1
2015,OH,1,5
2015,CA,0,5
2015,PA,1,3
2015,MD,1,3
2015,TX,0,4
2015,IL,0,4
2015,LA,0,17
2015,NY,0,5
2015,SC,1,3
2015,WA,0,5
2015,OH,4,1
2015,TX,1,3
2015,MN,0,5
2015,SC,0,4
2015,SC,0,4
2015,MA,1,3
2015,CO,3,9
2015,CA,2,2
2015,IL,0,5
2015,CA,16,21
2015,GA,1,3
2015,LA,1,3
2015,NE,2,3
2015,LA,1,3
2015,OH,1,3
2015,OH,1,3
2015,FL,2,2
2015,MD,1,3
2015,MD,1,3
2015,PA,0,4
2015,PA,0,4
2015,GA,0,4
2015,CA,0,4
2015,CA,1,3
2015,IL,1,3
2015,FL,1,4
2015,FL,1,4
2015,FL,0,4
2015,NC,1,4
2015,CA,0,4
2015,FL,0,4
2015,AL,0,4
2015,PA,0,4
2015,MD,0,4
2015,TN,0,4
2015,TN,0,4
2015,LA,0,5
2015,CA,4,0
2016,FL,3,1
2016,TN,1,3
2016,IL,1,4
2016,IL,1,4
2016,DC,0,4
2016,DE,1,4
2016,VA,1,3
2016,VA,1,3
2016,IL,0,4
2016,OK,2,2
2016,FL,3,0
2016,CA,2,2
2016,MS,2,2
2016,CA,1,4
2016,WA,2,3
2016,VA,6,0
2016,VA,2,2
2016,VA,2,2
2016,CO,1,3
2016,AZ,3,5
2016,LA,0,3
2016,DC,0,4
2016,FL,0,4
2016,CA,1,3
2016,FL,2,6
2016,TX,4,0
2016,IL,0,4
2016,FL,2,10
2016,MS,2,4
2016,NY,1,7
2016,NY,1,7
2016,MI,0,3
2016,GA,1,3
2016,MN,2,2
2016,LA,0,4
2016,AL,0,5
2016,AL,0,5
2016,TX,1,3
2016,UT,3,1
2016,MO,4,0
2016,MS,2,3
2016,CA,2,2
2016,AL,1,3
2016,MS,2,3
2016,MI,6,2
2016,MI,6,2
2016,MI,6,2
2016,FL,0,4
2016,FL,1,3
2016,MO,1,3
2016,MO,1,3
2016,TX,0,5
2016,MI,6,2
2016,FL,0,4
2016,AZ,5,0
2016,AZ,5,0
2016,GA,0,4
2016,CO,2,2
2016,WA,5,0
2016,KS,4,14
2016,WA,5,0
2016,VA,2,2
2016,VA,2,2
2016,MI,0,5
2016,CA,1,3
2016,CA,1,3
2016,CA,1,3
2016,OH,1,3
2016,KS,0,4
2016,MA,1,6
2016,CA,1,8
2016,GA,0,4
2016,KS,5,0
2016,LA,0,4
2016,TX,2,3
2016,PA,6,3
2016,PA,5,3
2016,PA,5,3
2016,MI,2,2
2016,NJ,0,5
2016,GA,2,2
2016,CA,0,4
2016,OR,0,4
2016,TX,1,3
2016,FL,0,4
2016,IL,1,3
2016,GA,0,4
2016,TX,2,2
2016,FL,1,4
2016,AL,2,2
2016,FL,1,4
2016,KY,4,0
2016,IL,0,4
2016,IL,0,4
2016,TX,4,0
2016,CA,0,4
2016,IL,0,4
2016,IL,0,4
2016,CO,0,4
2016,AL,2,2
2016,TN,2,2
2016,CO,0,4
2016,NC,3,0
2016,IL,0,4
2016,VA,2,2
2016,VA,2,2
2016,NM,3,1
2016,FL,2,2
2016,FL,1,3
2016,IL,0,5
2016,IL,0,5
2016,NM,0,4
2016,AL,0,4
2016,TN,0,4
2016,CA,0,4
2016,WI,1,3
2016,NJ,1,3
2016,MI,1,4
2016,AL,0,4
2016,FL,2,4
2016,TX,1,6
2016,SC,1,3
2016,PA,3,1
2016,CA,0,3
2016,AL,1,4
2016,AL,1,4
2016,IL,1,4
2016,IL,1,4
2016,IL,1,3
2016,TX,4,0
2016,MD,0,4
2016,GA,6,0
2016,OH,8,0
2016,AL,3,1
2016,MI,0,5
2016,NV,1,3
2016,NY,0,4
2016,WA,0,4
2016,KS,1,3
2016,IL,2,3
2016,CO,0,4
2016,VA,0,6
2016,TN,0,4
2016,FL,0,5
2016,TN,0,4
2016,MD,1,4
2016,MD,1,4
2016,LA,1,3
2016,MS,3,1
2016,MO,0,4
2016,CA,0,5
2016,MO,0,4
2016,MO,0,4
2016,TN,0,5
2016,FL,4,0
2016,TX,2,2
2016,MN,1,7
2016,NV,2,2
2016,FL,1,3
2016,LA,2,6
2016,MD,3,3
2016,MI,1,4
2016,AL,1,3
2016,TX,1,3
2016,AL,1,4
2016,AL,1,4
2016,IL,0,5
2016,IL,0,5
2016,IL,4,0
2016,GA,0,5
2016,WV,1,3
2016,AZ,2,2
2016,IN,0,4
2016,GA,5,0
2016,SC,3,1
2016,IN,0,4
2016,GA,1,3
2016,CA,1,3
2016,TN,0,4
2016,LA,0,4
2016,CA,1,3
2016,NY,0,4
2016,NJ,0,5
2016,NY,1,3
2016,TX,2,6
2016,IN,0,4
2016,NV,0,4
2016,NJ,0,6
2016,WA,0,5
2016,MD,0,5
2016,CA,0,5
2016,IL,0,4
2016,IL,0,4
2016,IN,0,4
2016,CO,3,1
2016,AL,1,3
2016,NY,0,4
2016,FL,3,3
2016,MN,0,4
2016,NY,0,4
2016,AZ,3,3
2016,MN,0,4
2016,CA,0,4
2016,MA,1,3
2016,DC,0,4
2016,DC,0,4
2016,FL,0,4
2016,NC,1,3
2016,CA,3,2
2016,CA,3,2
2016,NM,5,0
2016,CA,1,3
2016,MN,0,4
2016,FL,49,53
2016,NY,0,5
2016,IL,0,5
2016,IL,0,5
2016,GA,3,1
2016,CA,0,4
2016,NY,0,5
2016,CA,1,3
2016,DE,0,5
2016,LA,0,4
2016,IL,0,4
2016,IL,0,4
2016,VA,1,3
2016,OH,2,4
2016,GA,2,2
2016,VA,1,3
2016,VA,0,4
2016,NY,1,3
2016,MD,0,4
2016,KY,2,2
2016,NJ,0,4
2016,IL,0,4
2016,IL,0,4
2016,GA,1,4
2016,GA,1,5
2016,WA,3,1
2016,WA,3,1
2016,MD,3,2
2016,CT,0,4
2016,KS,0,4
2016,IL,0,4
2016,IL,0,4
2016,TX,2,5
2016,TX,2,5
2016,VA,0,4
2016,GA,1,4
2016,SC,0,4
2016,NC,0,5
2016,TX,0,4
2016,TX,1,3
2016,SC,0,4
2016,SC,0,4
2016,OR,3,1
2016,IL,0,4
2016,IL,0,6
2016,CA,1,3
2016,CA,1,3
2016,NV,5,0
2016,IL,1,4
2016,IL,1,4
2016,RI,0,4
2016,TN,0,4
2016,LA,2,3
2016,NY,0,7
2016,TN,2,3
2016,IL,0,4
2016,OH,0,4
2016,TX,3,2
2016,NY,0,7
2016,AZ,2,6
2016,PA,0,4
2016,GA,2,2
2016,CA,1,3
2016,LA,0,4
2016,TN,1,4
2016,TX,5,11
2016,LA,1,3
2016,MD,0,5
2016,MI,3,2
2016,MI,0,4
2016,MI,3,2
2016,DC,0,4
2016,DC,0,4
2016,WA,0,4
2016,MO,2,2
2016,MO,2,2
2016,GA,0,5
2016,OH,1,3
2016,TX,3,1
2016,GA,0,4
2016,CA,0,4
2016,WA,3,1
2016,CA,1,14
2016,TN,0,6
2016,OH,0,5
2016,TX,0,5
2016,CA,0,4
2016,LA,3,3
2016,MI,0,4
2016,TX,1,3
2016,AL,1,4
2016,AR,0,4
2016,MS,0,4
2016,CA,0,4
2016,IL,0,5
2016,IL,0,5
2016,IL,0,5
2016,TX,4,1
2016,NY,0,4
2016,OH,2,2
2016,OH,2,2
2016,NY,0,4
2016,SC,0,4
2016,OH,1,7
2016,FL,2,18
2016,AL,0,4
2016,MD,0,4
2016,IL,2,2
2016,IL,2,2
2016,NY,0,5
2016,GA,0,7
2016,GA,0,7
2016,MO,4,0
2016,GA,0,5
2016,WA,3,1
2016,MO,0,5
2016,MO,0,5
2016,GA,0,5
2016,TX,1,4
2016,FL,3,1
2016,FL,3,1
2016,IN,0,4
2016,FL,0,4
2016,GA,1,3
2016,TX,0,4
2016,TN,0,4
2016,CA,2,2
2016,MI,1,3
2016,PA,5,0
2016,MO,0,5
2016,CO,2,2
2016,IL,0,4
2016,IL,0,4
2016,CO,2,2
2016,CA,1,3
2016,MS,1,3
2016,NM,2,2
2016,TX,1,3
2016,OH,2,2
2016,FL,0,7
2016,CA,1,3
2016,IL,0,4
2016,IL,0,4
2016,CA,1,3
2016,PA,0,4
2016,TX,1,3
2016,FL,1,3
2016,NY,0,4
2016,MO,0,6
2016,CA,0,4
2016,WI,2,2
2016,NY,0,4
2016,MN,0,5
2016,VA,0,4
2016,CA,0,4
2016,OR,3,1
2016,MO,1,3
2016,CT,0,4
2016,MA,0,4
2016,AL,6,0
2016,CT,0,4
2016,CA,2,2
2016,WA,0,5
2016,MA,0,4
2016,CT,0,13
2016,NJ,0,5
2016,AL,1,6
2016,FL,2,4
2016,AL,0,5
2016,NC,2,2
2016,TX,0,6
2016,NY,0,4
2016,MO,2,2
2016,NJ,1,4
2016,GA,0,4
2016,IL,0,4
2016,NC,0,4
2016,IL,0,4
2016,NC,1,3
2016,VA,1,10
2016,IL,2,3
2016,IA,2,2
2016,PA,0,4
2016,TX,4,0
2016,AR,1,4
2016,FL,1,3
2016,LA,1,5
2016,MO,0,6
2016,IN,3,1
2016,MI,0,5
2016,NC,0,5
2016,NJ,1,3
2016,IN,3,2
2016,TX,1,3
2016,CA,2,2
2016,PA,2,5
2016,FL,0,6
2016,IN,2,2
2016,FL,1,6
2016,DC,2,7
2016,PA,0,4
2016,VA,1,3
2016,PA,0,4
2016,WA,5,0
2016,TX,0,4
2016,MD,0,8
2016,IL,1,3
2016,TX,1,6
2016,TX,0,4
2016,NC,0,4
